geohash_6;viviendas_en_venta;precio_venta_medio;metros_cuadrados_promedio;renta_media_hogar;distancia_centro_Madrid_promedio;pois_comunitarios_g;pois_BigBusiness_G
ezjwe1;4;440150;165;41547;30179;0;0
ezjwqy;1;395000;234;31548;42825;0;0
ezjwkr;5;633900;470;47556;34149;0;0
ezjwk7;1;460000;190;43391;33115;0;0
ezjtch;1;490000;220;31807;19797;0;0
ezjw50;1;4800000;321;29513;27655;0;0
ezjqcu;1;449000;51;37224;20060;0;0
ezju37;2;290325;52;22639;59462;0;0
ezjmn9;7;227987;104;27923;20467;0;0
ezjq0u;8;2021875;536;72966;11679;0;0
ezjnkb;5;443980;146;39305;26026;0;0
ezjnd7;6;581500;345;39305;37137;0;0
ezjjyw;4;1062500;319;54948;18585;0;0
ezjntn;1;840000;350;38201;28587;0;0
ezjp5x;3;289667;123;37280;39243;0;0
ezjnm8;1;329000;108;46324;24015;0;0
ezjjyx;1;1400000;452;54948;18570;0;0
ezjnmw;2;457450;121;46324;25037;0;0
ezjp19;2;377500;228;37280;43820;0;0
ezjjqp;1;2600000;680;54717;22651;0;0
ezjnkk;1;1200000;110;39305;28969;0;0
ezjn6m;1;520000;137;39305;36359;0;0
ezjjwh;2;719500;399;64675;21171;0;0
ezjjwk;2;762500;194;64675;20418;0;0
ezjpwd;1;179900;93;36387;37273;0;0
ezjrnn;7;590429;256;42318;26545;0;0
ezm0x9;1;1350000;431;28936;53365;0;0
ezjx05;2;412450;302;33936;28145;0;0
ezjrxq;1;642000;498;27478;37154;0;0
ezm2gt;1;325000;344;23488;58384;0;0
ezjx00;1;450000;212;41873;26911;0;0
ezjrtk;1;545000;200;51672;33690;0;0
ezjrrj;1;180000;90;27478;31571;0;0
ezm0x8;1;1350000;431;28936;53033;0;0
ezm2tv;1;269000;262;24640;54458;0;0
ezjwcb;1;450000;242;40741;27947;0;0
ezm2v1;1;272000;157;24640;56522;0;0
ezjrvq;1;1145000;280;30757;40329;0;0
ezjrhb;2;1520000;498;57707;21743;0;0
ezjxbj;1;135000;80;30966;42421;0;0
ezjrzj;1;215000;70;24980;41001;0;0
ezm2w3;1;199000;100;26074;52414;0;0
ezjrfg;4;529000;212;30884;38107;0;0
ezjr0b;1;785000;131;42318;23435;0;0
ezjr3t;2;530000;375;42318;30043;0;0
ezjq3w;1;995000;550;37224;12722;0;0
ezjqrb;1;1455000;594;69356;16981;0;0
ezjx2m;1;399900;168;32531;34118;0;0
ezm26d;1;580000;226;26857;47265;0;0
ezjx24;1;319900;280;33936;31707;0;0
ezjrkn;2;486000;205;42318;29946;0;0
ezjx22;3;1043333;426;33936;31145;0;0
ezjrxw;1;160000;127;27478;37376;0;0
ezjrxv;1;685000;392;32531;37431;0;0
ezjrj8;2;1990000;722;81660;22587;0;0
ezjrnj;1;1600000;600;81660;25744;0;0
ezjkc5;1;250000;139;25917;22927;0;0
ezjkcw;1;79000;50;25917;20893;0;0
ezj7zh;1;420000;200;33963;41719;0;0
ezjsjy;3;224333;225;26157;51020;0;0
ezjsnj;1;165000;198;26157;51308;0;0
ezju3k;1;97000;110;22639;59503;0;0
ezjkpv;1;350000;319;22762;37464;0;0
ezjs1c;1;89000;116;23653;43273;0;0
ezjs3p;1;100000;96;25491;34508;0;0
ezjmnf;5;244420;179;27923;20150;0;0
ezjsjv;1;80900;146;26157;50999;0;0
ezjs9d;1;421991;250;23692;34721;0;0
ezj7w5;1;155000;55;33963;45921;0;0
ezj7zn;1;258999;83;23653;40267;0;0
ezjtrw;1;100000;125;21722;45264;0;0
ezjs8d;1;115000;60;23692;32007;0;0
ezjs3q;2;213500;185;23692;35869;0;0
ezju09;2;209500;153;21953;60935;0;0
ezjgbz;2;155450;223;21953;61826;0;0
ezjsc1;1;419900;200;25491;30221;0;0
ezjsgc;3;376667;267;24515;37466;0;0
ezjkny;1;160000;150;23692;35994;0;0
ezjt11;1;188000;180;32203;26141;0;0
ezjs8w;2;605000;434;25491;30213;0;0
ezjeb7;1;268000;78;23653;43720;0;0
ezjkpj;3;339333;312;23692;36304;0;0
ezjs8v;1;550000;187;25491;30824;0;0
ezjsu1;1;180000;203;24515;38539;0;0
ezj7eg;1;2220000;550;33024;45279;0;0
ezjkpn;1;167000;143;23692;36009;0;0
ezjkpr;1;190000;105;23692;35667;0;0
ezjtee;1;145000;79;32059;29642;0;0
ezjs8y;1;600000;350;25491;30652;0;0
ezju08;1;153000;126;21953;61118;0;0
ezhubz;1;120000;100;19787;72810;0;0
ezhyyu;1;49000;180;22330;51280;0;0
ezjjj2;1;180000;234;32864;29742;0;0
ezhvg8;1;170000;140;24962;60299;0;0
ezhywb;2;320000;145;28164;48906;0;0
ezjn4u;1;910000;325;39305;33650;0;0
ezhywy;1;180000;90;22330;49871;0;0
ezjjb6;1;446000;425;28534;42124;0;0
ezhyqw;4;419750;294;20996;49358;0;0
ezjjb1;1;650000;400;28534;42844;0;0
ezjj2n;1;156000;165;23453;44532;0;0
ezhyqy;2;360000;193;28164;48514;0;0
ezhvu0;1;558000;210;24962;57731;0;0
ezjj5c;1;1260000;240;32864;34416;0;0
ezhvhc;1;220000;250;25006;57478;0;0
ezjjsq;1;545000;210;37507;27600;0;0
ezjn17;1;362000;320;25689;38222;0;0
ezjjnn;1;1567000;880;32864;25249;0;0
ezjjed;3;746633;444;32185;31288;0;0
ezhyz9;1;280000;320;22330;48026;0;0
ezhuve;1;149900;178;25006;56543;0;0
ezjjtq;1;299900;223;37507;24085;0;0
ezhv74;1;190000;199;20619;63032;0;0
ezjjsd;1;469900;247;32185;26889;0;0
